text,label
Sorry that this patch seems to have slipped through the cracks.,0
"Soundararajan, Ning - Yes I am planning on working on it starting next week.",0
Sounds like JavaScript samples are now being done in TUSCANY-287,0
Submitting it for Hudson to run the tests.,0
Subversion dump file.,0
"Super, I'll commit shortly -- thanks Yonik!",1
svn rev 503448,0
Sweet :) You got there before me,1
"Sweet, I will review and apply.",1
"Taking it over
Thanks,
Mayank",1
Thank Morris.,0
Thank you,0
Thank you Brandon.,1
Thank you for the patch Sergey.,1
Thank you Jing for the review.,1
Thank you Jing.,1
Thank you Ravi.,1
Thank you Thejas for the patch and Ivan for the review.,1
Thank you very much for your effort David.,1
"Thank you very much, Richard.",1
"Thank you,
+ Harit Himanshu",1
Thank you!,1
Thank you.,0
Thank you.,1
Thanks,0
Thanks,0
"Thanks
Tim",0
Thanks [~bikassaha] addressed your comments.,0
Thanks +1,0
"Thanks a lot for sharing that, Josh!",1
Thanks a lot for this enhancement.,0
Thanks a lot for your help!,1
Thanks a lot Subin.,1
"Thanks a lot, Jon for signing up this.",1
"Thanks a lot, Kiran for the patch.",1
"Thanks Adrien for looking into this, nice explanation!",1
"Thanks again for this really great patch, Andrew.",1
thanks again Uwe,1
Thanks Alejandro .,1
Thanks Andi.,1
"Thanks Andrew, committed in rev.",1
"Thanks Areek, new patch looks great; I'll commit shortly.",1
"Thanks Areek, patch looks good!",1
"Thanks Atul,
Your patch is in trunk at r933169
I just added some ""mod for OFBiz layered lookups"" comments around changes as suggested Sascha",1
Thanks Awdesh - Done at r821748.,1
"Thanks Bilgin, it is working fine now.",1
Thanks Christian.,1
Thanks Dianne!,1
"Thanks Divesh,
Your patch is commited at revision: 762863",1
Thanks Doug for the change.,1
thanks edgar for finding this one!,1
Thanks Edward,0
Thanks Elena.,1
Thanks for being patient Devaraj!,1
Thanks for Confluence update Francis,0
"Thanks for figuring this one out and providing the patch, Jamie!",1
Thanks for finding this out.,0
Thanks for looking.,0
Thanks for providing the patch.,1
"Thanks for reminding me; I agree, I'll do it.",1
"Thanks for review and test case, Knut.",1
"Thanks for spotting this, fixed at r487519",1
"Thanks for taking care of this, Alejandro.",1
Thanks for taking this:-),0
Thanks for the clarification.,0
thanks for the explanation.,1
Thanks for the patch Ferdy.,0
"Thanks for the patch Niall, +1",1
Thanks for the patch!,0
Thanks for the patch.,0
Thanks for the response.,0
"Thanks for the review, Sidd.",0
Thanks for the reviews everyone.,0
"Thanks for the very clear explanation of the needed change, Dag.",1
Thanks for updating the dependency.,0
"Thanks for your comments, Konstantin.",1
Thanks for your patience.,1
Thanks for your patience.,1
Thanks for your work on this Allen!,1
Thanks henry and pat... we'll have to re submit all the PA's so trigger hudson.,1
thanks henry!,1
"Thanks in advance
Jens",1
"Thanks Ivan, I commit the code according to your suggestion.",0
Thanks Ivan.,1
"Thanks Jacopo, this is in SVN rev 7808.",0
Thanks Jimmy.,1
Thanks Karl.,1
Thanks Karthik.,1
Thanks Kathey.,1
Thanks Laura.,1
Thanks Oliver.,1
Thanks Ravi.,1
"Thanks Richard,
Patch applied to NIO_CHAR module java.nio.CharsetEncoder at repo revision 389784.",1
Thanks Rishi Solanki to review the patch.,1
Thanks Sandy.,1
Thanks Stepan.,1
Thanks Suresh,1
Thanks Suresh.,1
Thanks Thomas!,1
Thanks to both for these usability enhancements !,1
thanks to Christian Kaltepoth for provide this patch,0
Thanks to Fabrizio for the patch.,1
Thanks Tom!,1
Thanks Tom!,1
Thanks Tom.,1
Thanks Tony.,1
"Thanks,",0
"Thanks,
-Suresh",0
"thanks,
dims",0
"thanks,
dims",0
"Thanks,
Hari",0
"Thanks,
Mayank",1
"Thanks,
Mayank",1
"thanks,
nandana",1
"Thanks, Adrian!",1
"Thanks, Alexei!",1
"Thanks, Amar!",1
"Thanks, Jing!",1
"Thanks, Joseph!",1
"Thanks, Mike!",1
"Thanks, Oliver!",1
"Thanks, patch applied",0
"Thanks, Ravi!",1
"Thanks, Tom",1
Thanks!,0
Thanks!,0
Thanks!,0
Thanks!,0
Thanks!,0
Thanks.,0
Thanks.,0
Thanks.,0
Thanks.,0
Thanks.,0
That one has not failed in a *very* long.,0
That sounds like a plan. I love peer-reviews... :-),1
That was a pain!,0
Thats sweet that you have the prior experience hacking this on top of a store already.,1
"The apache vhost has been setup, but still needs some work.",0
The applied patch does not increase the total number of javac compiler warnings.,0
The applied patch does not increase the total number of release audit warnings.,0
The biggest 90% data volume comes comes from less then 10% of connections.),0
The build seems to have broken on 10.9 when the test was backported.,0
The changes look good.,0
The changes to LazyBoolean.java look good.,0
The client stubs were generated with wsdl2java command of CXF distribution.,0
The comparison with 1.2.6 is not valid as we use a different setup now and ship everyting in one zip instead of a zip per project..,0
"The curious thing is that with a c#.net client i can connect with that webservice, but not with a java generated client.",0
the current command is modeled after the export shell command.,0
The Dremel paper (http://sergey.melnix.com/pub/melnik_VLDB10.pdf) argues that this is an essential enabler of their wide variety of interoperable systems.,0
The expected behavior would be to see the following messages on stdout.,0
The fix looks fine at r517575.,0
The following had serialVersionUID set for the 2.2 release.,0
The further we depart from this the harder we make it to build systems like Dremel that multiply the utility of stored data.,0
The javadoc tool did not generate any warning messages.,0
The latest patch looks good to me.,0
"the link you point to is not our official javadoc
our official javadoc is in the maven repo.",0
The mvn site goal succeeds with this patch.,0
the new patch already put the #resolveConflict after checking ensemble.,0
"The only reasons for the failure I can think of were the failed network connections, the OutOfMemoryError or the 4000+ simultaneous connections together with lock timeouts.",0
The patch also fixes a typo in StreamHandlerTest.java.,0
The patch appears to introduce 1 new Findbugs (version 1.3.9) warnings.,0
The patch does not contain any @author tags.,0
The patch does not contain any @author tags.,0
The patch doesn't appear to include any new or modified tests.,0
The patch is fine.,0
The patch is horribly out-of-date.,0
The patch looks fine .,0
The patch looks good and the tests pass +1.,0
The patch looks good.,0
The patch passed contrib unit tests.,0
The patch passed unit tests in .,0
"The patch that broke the build on 10.9, was also backported to 10.8.",0
"The patch went in a few days ago:
http://svn.apache.org/viewvc?view=rev&revision=499521",0
"The piece of cake was bigger than my mouth...
Postponed.",0
The problem is that I changed the build script to use java14compile.classpath instead of java15compile.classpath for the new test when I backported it from 10.10.,0
The problem is that we use this draw call to also draw the thin divider.,0
The shadow maven build knows...,0
"The source files appear to have various licenses, including GPL.",0
"The spec states that an HTTP agent should avoid infinite loops,
which is not the same thing as circular redirects in my opinion.",0
The static methods have unique-enough names that this might work well.,0
The two machines do not share the filesystem.,0
The zip is already large and contains all code.,0
There are still some debugging prints that will go away in the final submission.,0
There have been no new ones added for 2.3.,0
There is a JIRA logged to request that 'stop' and 'terminate' be two different available actions ... see https://issues.apache.org/jira/browse/DTACLOUD-100 - also https://issues.apache.org/jira/browse/DTACLOUD-111,0
There is a test udf_divider.q in the patch.,0
"There is an embedded Tomcat running in the same JVM, but according to the logs, the database is not booted twice.",0
There is no change to the default behavior.,0
There is something mysterious going on here.,0
Therefore we will prepare a special document with a single checkbox will shows the error.,0
"They are created by setting properties and are thus not ""stored in the SQL engine"".",0
They cannot afford to do it frequently.,0
"This behaviour is correct, as this is a test for pluto and not a generic JSR 168
test.",0
This could get many trying it and getting involved.,0
This file demonstrates the problem described in this bug.,0
This has been fixed by check in for CHUKWA-274.,0
This irritates me on a weekly basis.,0
"This is also known as ""how it is stored in the SQL engine"" [JDBC].",0
This is not new : we have the same type of behaviour when we switch languages...,0
This is quality work.,1
This issue is about changing the way we name regions.,0
This looks simple and sweet to me.,1
This newest patch applies cleanly and tests all pass.,0
"This patch adds the RelativeTest.java file which is a conversion of the jdbcapi/testRelative test, to the same package as the latter.",0
"This patch fixes the issue:
# Short circuits the MUST_PASS_ONE case just like it is done in the MUST_PASS_ALL case.",0
This patch really helped.,1
"This said, HttpClient is a general purpose HTTP agent and as such
should follow the letter of the specification rather than make informed guesses.",0
"This script renames the files like follows:
cd modules/lang-management/src/test/impl/java/org/apache/harmony/lang/management
svn move DynamicMXBeanImplTest.java DynamicMXBeanImplTestBase.java
svn move SingleInstanceDynamicMXBeanImplTest.java SingleInstanceDynamicMXBeanImplTestBase.java
svn move MultiInstanceDynamicMXBeanImplTest.java MultiInstanceDynamicMXBeanImplTestBase.java
Run it please from classlib base directory.",0
This'll probably be best.,0
"Thus, i quite agree that we put the .META.",0
to the end of the message.,0
"Todd:
I suppose it comes down to whether hadoop should favor posix or gnu extensions?",0
"Tony, in native codes, I think the hymem_allocate/free_memory is preferred than malloc/free?",0
"Too bad :(
What ff we could check C-heap lock state before forking and possibly switch to an alternative way?",0
Trying to keep the test suite at under 24 hours :),0
"Two small nits, though:
* the count variable in requireAtLeastOneProperty() is never used
* couldntSetProperty() reinvents Property.toString() (or actually Hashtable.toString() which is inherited by Property)",0
Typo: surfix -> suffix,0
Unable to apply cleanly.,0
Unfortunately I may not be able to look on this weekend as came out of station.,0
"Unless I'm missing something, your patch doesn't actually change how the version is checked, only how it's computed.",0
"Up to this, the randomid component of a region name has been the timestamp of region creation.",0
"updated patch submitted at:
https://reviews.facebook.net/D4455",0
"Updated patch to work with the latest shindig revision, that is, subversion revision 727075.",0
"Updated patch, so that the needed values from uiLabelMap can be accessible in ftls too.",0
Using maven you can easily generate the docs yourself.,0
"Verified at r495393, thanks Tim.",0
Verified at revision 473588.,0
verified by Paulex,0
Vote is here: http://markmail.org/thread/yg6n646zurlpdmvy,0
Was the fix for one issue more responsible for the performance loss than the other?,0
we are missing an equivalent of export -n (to unset stuff).,0
We are not supposed to invent stuff.,0
We are re-using the prepared statement after table t1 is dropped.,0
We badly need to add support for a higher-level object serialization system than Writable.,0
We could also try to detect the behavior and log a warning... but i'm not sure that is worth much.,0
We had a handful of regionservers go OOM yesterday while a MR job was doing heavy writes to a column family that doesn't usually get them.,0
"We have a guy looking into getting it in shape now, but it will require you to update your current JIRA instance to 6.1 before doing another export for us.",0
"We have equalsIgnoreCase, so having that ability for EqualsBuilder (and therefore HashCodeBuilder) seems apt.",0
We have so many people contributing in the code that API incompatibilities can creep in without anyone noticing.,0
"We now need to migrate from these to a more expressive, language-independent serialization system and container file.",0
"We should provide a clear path forward from Writable+SequenceFile to a new system that's easier to use, less fragile, and language-independent to better facilitate a rich ecosystem of tools.",0
"Well, 4762 is going nowhere fast, should we push this to 2.1 as well?",0
"What is the point to print only launcher version, after all?",0
What is the right process to deprecate this behavior in 3.x?,0
What would you think of just exposing incRef() & decRef() as expert public methods?,0
"What's the purpose of this line in the patch to BaseTestCase, Kristian?",0
When I did a quick glance last time I only saw the isolated patch and didn't see enough context to see the existing retry logic.,0
"When versioning is in play, the above regex wouldn't pick up all the patches.",0
Who knows what evil lurks in the heart of Solr?,0
why do we need normalmappedsegment as well as native?,0
With this client project i can't get connect with the webservice published in a Apache-tomcat-5.5.25.,0
"Without having a mathematical prove, I nevertheless suppose it could disturb parameters of generation if we have non Gaussian empirical data.",0
Wonky.,0
Wrong JIRA...please ignore my previous comment.,0
XW-172 already talked about number conversion and localization.,0
"Yea, this fixes the other tets.",0
"Yeah, I know.",0
"Yes please - pull request away, my friend!",1
"Yes, but even for Java 5 a relative path to a directory with flattened dependencies would be shorter, wouldn't it?",0
"Yes, that makes perfect sense to me.",0
"Yes, You are right [~jiannan], If the {{bkActiveLedgersSnapshot}} contains ledgers which are > {{lRange.end()}}, then there is no chance of being gc'ed in the current gc call.",0
"You
can choose to ignore or modify it.",0
You can also download them by hand and attach them manually.,0
You may close this issue.,0
You've knocked out a really ambitious bit of work here.,0
Your patch was applied at 553723.,0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0
